Abstract,predict
added tests for all except RD estimator,0
"Changed string from of causal estimator when p=0.0 so instead it prints p< (1/number of simulations). Might consider writing an attribute of CausalEstimator to output the p value so this is done in all circumstances.

Changed a line in test_significance that threw an exception when the estimated value was lower than the median estimate of the simulations.

Permit passing of number of simulations using the method_params parameter (useful because the default 1000 simulations for propensity score matching can take several minutes and because test_significance is not usually called manually).",0
updated to use linear_dataset; added IV test,0
adding test coverage,0
consistent variable naming convention; replace hardcoded params,0
removed explict implementation; added do() to linear model; exposed in CausalModel,0
consistent naming for examples,0
"Merge pull request #24 from sonumehta/master

Added a notebook - using dowhy for ihdp dataset",0
"Merge pull request #23 from AndreaChlebikova/master

 Fixing grammar issues and typos in example notebooks",0
estimator runs,0
adding dataframe api,0
adding dataframe api,0
handling for categorical variables,0
Added ihdp file,0
Fixing grammar issues and typos in description,0
Fixing grammar issues and typos in description,0
Fixing grammar issues and typos in description,0
"Merge pull request #22 from FizzBuzzCoder/GrammarEnhancements

Some grammatical enhancements to README",0
Merge branch 'master' into GrammarEnhancements,0
"Merge pull request #21 from cfreksen/pydot-requirements

Add pydot to requirements.txt",0
"Merge pull request #19 from cfreksen/readme-pep8

Fix styling issues in the readme",0
Some grammatical enhancements to README,0
"Add pydot to requirements.txt

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Delete trailing whitespace in readme

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Make python code in readme follow PEP 8 guidelines

Signed-off-by: cfreksen <casper@freksen.dk>",0
"Merge pull request #18 from julienc91/sklearn

Missing sklearn dependency",0
"Merge pull request #17 from parthsharma2/patch-1

Make examples PEP8 compliant.",0
missing sklearn dependency,0
"Make examples PEP8 compliant.

Add space around the assignment operator in the examples.",0
added links in the docs,0
more description for simple example,0
added example for loading graphs using gml or dot,0
"Merge pull request #16 from moritzgloeckl/patch-1

Fixed spelling mistakes",0
Fixed spelling mistakes,0
"Merge pull request #15 from 6ug/flake8

Fixed flake8 warnings & errors",0
"Fixed flake8 warnings & errors

* Reduced errors and warning from 130 to 121
* TODO: Remaning errors are of `line too long`",1
"Merge pull request #14 from kazigk/master

Add and use requirements.txt",0
"Merge pull request #13 from stutibiyani/patch-1

Update setup.py--added Python 3.7 as supported language.",0
Simplify,0
Make setup.py use requirements.txt,0
Update README.rst,0
Add requirements.txt,0
"Update setup.py

Python version update added",0
Update README.rst,0
updated readme installation code,0
updated readme,0
updated notebooks to include image refresh,0
added support for both dot and gml formats,0
"Merge pull request #9 from eisber/master

Syntax highlighting for code samples",0
Update README.rst,0
Update README.rst,0
tested matplotlib plotting,0
renamed confounder example to have clean ipynb extn,0
minor fixes to plotting graph,0
"removed dependency on pygraphviz, falls back to matplotlib",0
added lalonde ipw estimate,0
fixed normalization for ipw weights,0
"Merge pull request #6 from nicolasvo/master

fix typo",0
fix typo,0
"Merge pull request #4 from hgrif/missing-init

Add missing __init__.py",0
Add missing __init__.py,0
"Merge pull request #3 from hgrif/flake8-errors

Fix flake8 warnings & errors",0
Fix flake8 warnings & errors,0
added init for data transformers,0
added init file for utils,0
updates to readme,0
divided code sample into two parts,0
updated install instructions,0
minor change to code example and added link to more examples,0
updated code example in readme,0
"Merge pull request #1 from cclauss/patch-1

Syntax Error: missing comma between function parameters",0
"Syntax Error: missing comma between function parameters


flake8 testing of https://github.com/Microsoft/dowhy on Python 3.6.3

$ __flake8 . --count --select=E901,E999,F821,F822,F823 --show-source --statistics__
```
./setup.py:47:20: E999 SyntaxError: invalid syntax
 install_requires=['numpy', 'scikit-learn', 'matplotlib', 'scipy', 
 ^
1 E999 SyntaxError: invalid syntax
1
```",0
removed image link,0
fixing github rendering,0
fixing github rendering,0
fixed minor error in readme,0
updated readme,0
updated readme formatting,0
added data transformers code and documentation source,0
added initial code,0
fixed minor typo in readme,0
updated readme image links,0
added README,0
Initial commit,0
Initial commit,0
Initial commit,0
Create python-publish.yml,0
possible fix for the cyclic import problem for interpreters,0
Merge branch 'master' of github:microsoft/dowhy,0
Bug fixes for interpreters code,0
Added github action to autorun tests,0
"Version bump: Updated documentation, some notebook headers and docstrings in code (#196)

* updated version to 0.5

* updated docs toc source files, updated notebooks markdown headers, and some docstrings in dowhy code

* updated information about new release",0
updating azure pipelines yml to trigger tests on each PR,0
Update README.rst,0
"Updated readme with arxiv paper, presentation and a schematic image (#195)

* added schematic image, arxiv reference and slides to readme

* updated text",0
"updated Dowhy+Econml tutorial (#194)

* updated econml tutorial, removed warnings, fixed datsets and plots

* formatting update",0
minor update to tutorial notebook for backwards compatibility,0
update readme to add a link to contributing page,0
"docs: add Tanmay-Kulkarni101 as a contributor (#187)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"docs: add akelleh as a contributor (#186)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"docs: add amit-sharma as a contributor (#185)

* docs: update CONTRIBUTING.md [skip ci]

* docs: update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"cleaning up gitignore and adding boilerplate for all-contributors(#182)

* cleaning up gitignore
* added contrib list",0
Delete README.md,0
"Adding a contributors page and guidelines for contributing (#177)

* added a contributing page
*linked to it in all-contributors config file",0
"docs: add emrekiciman as a contributor (#178)

* docs: update README.md [skip ci]

* docs: create .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
creating readme.md for all-contributors,0
more updates to notebook,0
"Updates to tutorial on dowhy+econml (#176)

* updated the tutorial

* updated confounder notebook with xy dataset",0
added a dowhy+econml tutorial on causality,0
"Example Notebook on Hotel Booking Cancellations (#175)

* Added Example Notebook.

Example Notebook demostrating how to use Dowhy to assess the impact of assigning a different room on Hotel Booking Cancellations.",0
Update readme with case studies,0
"Add mediation analysis based on two stage linear regression (#172)

* added support for mediation effects: natural direct effect and natural indirect effect
* Identification is non-parametric, supports confounders for first-stage and second-stage
* Estimation is using a linear model over two stages. TwoStageRegression.
* updated frontdoor code to support common causes of first stage and second stage.



* added jupyter notebook

* fixed test errors",0
"update readme structure and add list of supported methods (#171)

* added supported methods for each of the four steps
* updated readme headers and structure
* added econml code example
* added references to example notebooks throughout the readme text",0
"Front-door criterion: Adding a two-stage linear estimator (#170)

* First estimator for the frontdoor criterion
* Added the frontdoor identification expression
* Uses two linear regression estimators in sequence and then multiplies the obtained effect
* added support for custom first-stage and second-stage models (but only tested for linear models currently)
* added tests for the front-door estimator",0
added rewards study notebook,0
"Generalizing the backdoor implementation using paths and d-separation (#167)

* Backdoor implementation now searches over all possible adjustment sets

* Returns a list of admissible adjustment sets, along with a default (the default is to show the set that covers the maximum number of backdoor paths, and conditions on the maximum number of variables--optimizing for low bias instead of efficiency.

* Changed data structure of IdentifiedEstimand to reflect the above

* As a usability improvement, improved the str output for estimator and identifier

* Updated tests to reflect the changes in identification",0
"Adding logistic regression for binary outcome and other GLM estimators (#164)

* added glm and logistic regression

* updated with tests",0
Merge branch 'master' of github:microsoft/dowhy,0
updated lalonde example to include interpreter,0
"Added an interpreter to visualize how the distr of confounder changes after applying causal method(#157)

* add confounder_distribution_intepreter
* make updates
Co-authored-by: Test <test@Adms-MacBook-Pro.local>",0
friendlier error messages for propensity stratification estimator (#161),0
"Fix dummy outcome refuter for binary treatments (#158)

Earlier implementation split by different treatment levels into train and validation, so for a binary treatment the validation set contained only one treatment level. 
This PR fixes it by instead sampling train and validation sets from data for every treatment level.",0
"New API for interpreting causal models, estimates and refuters (#156)

[Work in progress]
Support for interpretation of the different objects returned in the dowhy 4-step process.

* CausalModel.interpret()
* CausalEstimate.interpret()
* CausalRefutation.interpret()

Base classes defined for an interpreter, and the two main types of interpreters: TextualInterpreter and VisualInterpreter.

Example implementations of a simple TextualInterpreter that conveys the meaning of an effect estimate, and a Visual PropensityBalanceInterpreter that produces a balance plot for propensity score stratification estimation method.",0
"added cate_estimates param to causalml (#155)

Convenience parameter: now can do estimate.cate_estimates to access CATE/ITE estimates from causaml estimators.",0
"dummy outcome refuter now supports refuting non-zero true effects too (#152)

* user can add a custom function that describes the true causal effect of treatment
* dummy outcome refuter checks whether the estimated effect is the same as the inputted true causal effect
* much more extensive documentation

TODO in later PR: - get rid of binary splits based on treatment: estimators cannot run for a single value of y",1
reran simple example notebook with new version,0
added a wip notebook for multiple treatments,0
Added conda install info to the README,0
"for performance reasons, made cate optional for linear regression (#146)",0
fixed logging bug for ols results (#145),0
modified MANIFEST.in to include tests and readme to be consistent with pypi format,0
"Bumping up version number and updating docs in prep for release (#143)

* added cate estimator to causal estimator and one specific estiamtor for linear regression

* Started with a better error message for estimators that do not support CATE as yet, but then generalized to add error messages for when any specific method is not implemented for an estimator.

* added docstrings for the new functionality

* added a warning if effect modifiers provided are extra from the ones specified before, and fixed a bug for discrete variables

* updated files in prep for release of v0.4",0
"Add a convenience function to estimate CATE from any estimator. Implemented CATE methods for linearregression as an example. (#141)

* added cate estimator to causal estimator and one specific estiamtor for linear regression

* Started with a better error message for estimators that do not support CATE as yet, but then generalized to add error messages for when any specific method is not implemented for an estimator.

* added docstrings for the new functionality

* added a warning if effect modifiers provided are extra from the ones specified before, and fixed a bug for discrete variables",0
"fix networkx graph issues (#142)

Fix the missing arrows in the directed graph by increasing arrow size and change node color
Project: https://github.com/microsoft/dowhy/projects/4#card-29982754",0
updated azure pipelines tests--remove py35 and add 38 (#140),0
"Refactor causal_estimator to include standard error and allow repeated calls for CI, std error and test significance (#138)

* adding std error and flexible call for confidence intervals after estimate_effect
* updated causal estimator with significance, std error and ci methods that can be overridden by child estimators
* added specific confidence intervals, std errors and significance tests for linearregression
* added tests for ci, std error and sig tests for regression and propensity based methods
* Bug fix: updated refuters to remove deepcopy operation that was leading to an error since estimate object now contains reference to estimator
* added documentation",0
"Support for when effect modifiers and common causes include common variables and compatibility with econml (#139)

* Effect modifiers can be common causes too. When that occurs, graph shows them as a common cause but they are separately recorded as an effect_modifier too.

* This means that even with graph input to causal model, effect modifiers can be specified.

* updated econml estimator to show a warning whenever x is not a subset of w",0
"Enhancing dummy outcome refuter with ML functions (#136)

* A strategy similar to t-learner to create functions of w that estimate y, and are independent of T.
* We create an estimator for t=t_i and then find the value for the other values of t_i. This allows us to isolate the causal effect of t from y during the optimization process.

All function calls now pass func_args as a variable length keyworded argument list ( **kwargs ).
Accordingly, all function calls and examples in the documentation have been changed.

- Use a common variable validation_df to refer to the validation data
* add tests for binary treatments",0
"Use pytest.importor to account for causalml estimators in tests (#134)

* use importorskip to check for CausalML installation",0
"Updated econml tests to remove duplicate code and add dependencies on azure test pipeline (#133)

* Modified azure pipelines so that econml and causalml are always installed

* moved importorskip to module level to reduce duplicate code",0
modified a test call for backwards compatibility with py3.5,0
made econml as an optional dependency and mocked out plotting functions during tests,0
"Update dummy outcome refuter with new transformation functions and permutation noise (#130)

* the refuter now supports permute noise and gaussian noise
* it also supports an arbitrary function of w that can be trained using ML [WIP]
* use a transformation array to allow custom piping of functions
* reduce sample size for faster tests
* add pending change in causalml
* overhaul the documentation",0
add refutation notebook for different models (#132),0
increase tolerence and reduce sample size to speed up tests (#131),0
"move column selection based on required_variables parameter to the base refuter class (#128)

* move column selection to the base class

* refactor code to merge functionality of sanity check and choosing_variables

* make invert a local variable

* remove call to sanity check

* fix typo in causal_refuter",0
"Update bootstrap refuter to add noise to variables (#127)

* initial change to bootstrap refuter

* change functionality of bootstrap refuter

* update documentation to reflect interpretation

* add tests to updated bootstrap refuter

* adjust error tolerence in bootstrap refuter

* add argument to function call in dummy outcome refuter test

* fix typo in bootstrap refuter test

* fix semantics of comment

* raise error of receiving too many parameters

* fix error in type check

* make explanation verbose in docstring

* raise error on choosing variables that are not confounders

* fix typo in comment in test

* clean up code of bootstrap refuter

* remove debugger

* add negative col names for required arguments

* add negative argument test cases

* add strict error for noise

* fix spellings

* update comments

* remove side effect from choosing variables

* use lambda to pass functions with local vars

* remove redudant functions

* fix prompts in bootstrap refuter

* update call for get_class in bootstrap refuter",0
"Add bootstrap confidence intervals to all estimators (#125)

* shift get_estimator_object to Causal Estimator

* add bootstrap confidence

* fix typo in variable name

* add comments to document function use

* add setter for confidence_intervals

* replace self by CausalEstimator in unobserved common cause

* fix spelling in import

* add optional params in the docstring

* adjust inline comment

* add additional sources

* replace sample_size by sample_size_fraction

* fix wording in warning

* add confidence_level argument

* replace intervals by interval

* add optional arguments to raise extensibility of confidence interval estimation

* rollback interval to intervals in init for backward compatability

* fix typo in args

* fix spelling in param

* fix spelling in param

* maintain consistency of intervals",0
"add functionality to call external causalml estimators in the estimate step (#124)

* add causalml estimator

* add hack to fix missing dependency

* skip tests if install of causalml fails

* add reason and make it run for the class

* fix spelling mistake

* add fixture for common source of data

* rename the class

* change variable name to make more semantic sense

* clarify reasoning in comment

* edit comment to clarify identification method used

* remove redundant pdb

* chain the imports

* fix comments in code

* clarify the need for 1D array in outcome and treatment

* add TODO for symbolic estimator

* remove redundant pdb debug statement

* make init_data a class level fixture and account for ValueError in LREstimator

* rename tests to match causalml regex

* fix formatring in comment

* remove instrumental variables from the list of Covariates for the estimator

* fix invocation error

* fix fixture errors

* fix spellings in test function",1
"Move to new naming scheme to support external estimators (#123)

* add updated api to handle third party estimators

* add renamed files

* fix spelling in comment

* replace in-house with dowhy

* add support for new dowhy methods

* fix typo in estimator method",0
"Add the ability for custom functions to create dummy outcome (#122)

* add the ability for custom functions to create dummy outcome

* replace outcome_prediction_function by outcome_function

* fix spelling mistakes in dummy_outcome_refuter

* add type check support

* add test for dummy_outcome_refuter

* example for dummy outcome refuter

A detailed example on how to use the dummy outcome refuter.

* rename the file to match naming convention

* add support for pandas series and dataframes

* add missing pandas dependency

* rename the outcome function

* change the title of the notebook

* convert the title to Camel Case

* fix the p values in the demo

* undo p-value change and fix spellings",0
"Add super class for propensity score estimators (#121)

* add propensity score estimator super class

* remove redudant lines in propensity score matching estimator

* remove redundant import in propensity score matching estimator

* make propensity score an attribute of propensity estimation class for matchihng and weighting

* remove redundant lines from propensity score stratification estimator

* log distances for debugging

* remove trimming propensity of weights outside if block

* change input to treatment in the base class

* fix spelling mistake in documentation",0
"Merge pull request #120 from Tanmay-Kulkarni101/master

Clean up existing refuters and add Dummy Outcome Refuter",0
increase tolerence in binary treatment placebo refuter,0
fix error due to change in format,0
reduce number of simulation for fast tests,0
fix errors detected through testing,0
add dummy outcome refuter,0
account for different data types,0
update comments in placebo refuter,0
change to estimator for placebo to linear regression,0
add bootstrap refuter,0
fix errors detected through tests for subset refuter,0
fix syntax error in subset refuter,0
add data subset refuter,0
"add placebo_refuter test to the test suite

A couple of error were spotted in the refuter files. They have been fixed in this commit.",0
fix param errors in code,0
test for placebo refuter,0
make catefory for unobserved common cause,0
"Changed argument logic for EconML estimators. (#119)

* Made inputs to EconML estimators flexible
* Added smoke tests for EconML estimators",0
"Add seed for random numbers (#117)

* fix seed for reproduceable tests

* add new line to conftest

* increase tolerence of propensity score matching estimator to 0.3",0
added pip to binder env file to remove warning,0
updated binder environment to add econml,0
"Add confidence testing (#115)

* add confidence test

* add significance test to placebo

* add significance test to subset refuter

* add significance for bootstrap

* replace 0.5 by 0 for tail comparision and replace z_value by z_score

* add significance test

* change threshold from 200 to 100

* remove t test

* add test type and separate functionality

Functions added
- perform_bootstrap_test
- perform_normal_distribution_test

Change in behavior:
- Test taken depends on the input of the user of test_type is specified
- 'auto' will make the decision based on sample size

* add self prefix to functions

* set the value of p_value

* edit documentation and add significance_dict in return

* fix spelling in documentation of test_significance

* update comment in placebo refuter

* update docstring to give intuition behind tests

* replace 200 by 100 in the log prompts

* change error to NotImplementedError

* change pass_test to fail_test, change the comparison operator

* replace constant by constant class variable defined in causal_refuter

* replace p_value by refutation_result to account for the dict obtained from tests

* change fail_test to is_statistically_significant and change __str__ in CausalRefuation

* update print in causal_refuter",0
"Add Multisampling for Bootstrap, Subset and Placebo Refuters (#113)

* Add bootstrap refuter

* Update documentation and add return type

* fix missing function call

* Add missing import

* remove unecessary indent

* refactor code to accomodate multiple samples

* fix mismatch in number_of_samples and sample_size

* fix indent error

* Add documentation for sample_size

* Create multiple samples for Subset Refuter

The user can now run the subset refuter multiple times, so as to help generate confidance intervals for the value of the refuter obtained.
 The list of changes include:
- Add logging
- Add RandomState
- Create Array of Refutations
- Update inline documentation to reflect changes

* Add info log of params

* Add random state to subset refuter

* remove redundant assignment

* Create multiple samples for Placebo Refuter

 The user can now run the subset refuter multiple times, so as to help generate confidance intervals for the value of the refuter obtained.
 The list of changes include:
 - Add logging
 - Add RandomState
 - Create Array of Refutations
 - Update inline documentation to reflect changes

* Create multiple samples for Placebo Refuter

 The user can now run the placebo refuter multiple times, so as to help generate confidance intervals for the value of the refuter obtained.
 The list of changes include:
 - Add logging
 - Add RandomState
 - Create Array of Refutations
 - Update inline documentation to reflect changes

* Add info of samples and treatment

* replace number_of_samples to num_of_simulations to maintain consistancy of notation

* Change documentation to reflect functionality in bootstrap refuter

* Change the inline documentation to reflect the defaults used in the implementation

* remove redundant whitespaces in for loops

* make info messages verbose

* change num_of_simulations to num_simulations",0
"Add bootstrap refuter (#111)

* Add bootstrap refuter

* Update documentation and add return type

* fix missing function call

* Add missing import

* remove unecessary indent

* refactor code to accomodate multiple samples

* fix mismatch in number_of_samples and sample_size

* fix indent error

* Add documentation for sample_size",0
"Merge pull request #109 from Arshiaarya/master

Add files via upload",0
"Add files via upload

Add an example notebook on the Binary Treatment Outcomes using the Twins dataset",0
"Merge pull request #107 from Tanmay-Kulkarni101/master

Add file to test refutation on datasets",0
Rename file,0
"Add file to test refutation on datasets

Currently it supports 3 Tests
- Unobserved Common Cause
- Placebo 
- Subset

On two datasets
- IHDP
- Lalonde",0
bug fix on datasets.py,0
modified datasets to add support for generating categorical confounders and effect modifiers,0
"Merge branch 'master' of github:/microsoft/dowhy

Merging fix of categorical variables for econml",0
"fixed bug for econml with categorical variables, working on test for it",0
added support for metalearners from econml,0
"Merge pull request #103 from Tanmay-Kulkarni101/master

create dummy data and fix error in data type of treatment. Fix for issue #61",0
create dummy data and fix error in data type of treatment,0
"Merge pull request #102 from Tanmay-Kulkarni101/master

Standardize output of refutation class.",0
fix errors in log,0
add log functionality and add documentation,0
Standardize output of refutation class. All the outputs now output a refutation object. All the new_effects are present as ndarrays.,0
"Merge pull request #100 from Tanmay-Kulkarni101/master

add multiple input capability for Unobserved Common Cause refutation",0
add multiple input capability for Unobserved Common Cause refutation,0
Update README.rst,0
"Merge pull request #97 from Tanmay-Kulkarni101/master

automatically infer data",0
fix code section,0
add boldface,0
use literal block,0
adjust indentation,0
fix document indentation,0
Update comment messages,0
remove redundant debug statement,0
fix datatype mismatch,0
fix indentation,0
test case for 3 scenarios of data input,0
infer data type,0
updated version number to 0.2,0
"updated documentation for estimator, refuter methods, including in method-specific classes",0
automatically infer data,0
"enhanced docs for the causalmodel class, including names of estimatio and refuter methods. Also a small change to the econml notebook",0
minor change to index.rst for docs to remove duplicate dowhy source code in menu,0
updated makefile to store updated docs in gh-pages root,0
added a few notes in the intro notebook on cate and target units,0
updated documentation and renamed simple-iv example file,0
reran all notebooks and fixed a few minor busg,0
Merge branch 'master' of github:/microsoft/dowhy,0
added a new simple-iv dataset for testing regression discontinuity method,0
Update README.rst,0
fixed the causal API example after dataset column names changes,0
modified how num_simulations is passed to causal estimator to allow override by function,0
"Merge pull request #95 from munichpavel/patch-1

Fix deprecated link to GML",0
"Fix deprecated link to GML

The current link to the GML format for graphs goes to a Uni Passau page that says all projects are completed.

The suggested replacement link seems to be the new home of the GML format documentation: https://github.com/GunterMueller/UNI_PASSAU_FMI_Graph_Drawing",0
update gitignore,0
modified symbolic estimator for liner reg and added docs to dowhy-conditional-treatment notebook,0
relaxed the test error criterion for propensity score weighting (high variance estimator),0
added documentation for some classes and methods,0
documentation for updated params in causalmodel,0
updated estimand_type in causaldataframe to be consistent with the new non-parametric-ate default parameter,0
some fixes for multivariate instruments in IV and RD symbolic estimators,0
better support for multivariate treatment in identification symbolic outputs,0
added support for att and atc for propensity based methods,0
updated the proceed_when_unidentifiable prompt,0
updated coverage for tests for causal estimators,0
implemented 2sls for multiple instruments/treatments,0
fixed vague errors for econml import and for using multi-variate treatments in propensity methods,0
update cate notebook with outputs,0
added support for new data as target units using a data frame,0
fixed a few bugs for running econml iv and refutations,0
"Merge pull request #93 from Lnk2past/master

Fix missing VERSION file when installing via setup.py",0
Fix rest of setup.py and MANIFEST.in with new path to VERSION,0
Fix missing VERSION file when installing via setup.py,0
"updating experimental econml notebook, drlearner still has bugs",0
"added support for multi-dimensional treatment for linear regression, econml and errors for other methods",0
can now optionally specify treatment and control values for estimate effect--useful for continuous tratments,0
added documentation for econml conf intervals and support for econml iv methods,0
"Merge pull request #90 from jrfiedler/remove_dim_reducer

Remove data_transformers.dimensionality_reducers subpackage--duplicated code",0
"Update README, added a citation description",0
removed dimensionality_reducers subpackage,0
added cate estimator in linear regression to setup support for cate,0
added type checking for treatment variable for methods that expect bool. user is expected to specify the right dtype for each column,0
added support for effect modifiers in the non-graph causal model interface and improved the graph drawing functions to show effect modifiers,0
added version number for econml in requirements,0
"Merge pull request #87 from jrfiedler/econml_requirement

Added econml to requirements.txt",0
added econml to requirements.txt,0
fixed a bug in test for causal model (graph),0
"Merge pull request #85 from microsoft/econmlintegration

Econml Integration",0
general estimator call for refuter and lambda callable fix for target_units,0
first few edits to refutation for econml,0
working example with econml,0
basic infra to make econml estimator work,0
initial commit using econml,0
Merge branch 'master' of github:microsoft/dowhy,0
placeholders for heterogeneous effect and target units,0
"Merge pull request #82 from mbenezra/patch-1

Update README.rst",0
Update README.rst,0
addes upport for adding missing_nodes_as_confounders in causal graph,0
disabled r-squared since it is not accurate,0
added effect strength for estimators,0
"Merge pull request #81 from shounak112358/patch-1

Update causal_graph.py",0
"Update causal_graph.py

Commented out developing self.fullname as it has no further use in code (so far) but creates issues while entering a list of features for common_causes.",0
"Merge pull request #80 from jrfiedler/placeholder_methods

Adding a few placeholder methods",0
added a few placeholder methods,0
minor change to save file name in plotter.py,0
updated documentation to reflect do_why to causalmodel change,0
"Merge pull request #77 from jrfiedler/change_do_why_filename

Changed do_why.py to causal_model.py",0
changed do_why.py to causal_model.py,0
"Merge pull request #75 from jrfiedler/modify_CausalModel_import

Modified CausalModel import",0
modified CausalModel import,0
"Merge pull request #74 from ktmud/mcmc-causal-model

Fix mcmc_sampler causal_model argument",0
"Merge pull request #73 from ktmud/master

Friendlier message for sampler import error",0
Fix mcmc_sampler causal_model argument,0
"Friendlier message for sampler import error

This is for surfacing import errors caused by the sampler file itself,
or other dependencies (such as PyMC3 for mcmc_sampler).

Instead of a confusing error message ""xxxx is not an existing do
sampler"", it actually shows what is the real Python module that is
missing.",0
updated requirement for pandas extension support,0
added simple example for causal API,0
Added a version number for the master branch (0.2-alpha),0
added random seed to refutation methods,0
removed matplotlib version requirement,0
updated refuter code for adding unobserved confounders,0
full files for testing refuters,0
updated refuter on adding unobserved confounders. also added test,0
initial edits to refuter,0
fixed bug in IV estimator for continuous IV,0
"Merge pull request #65 from j-chou/improve_iv

Improve iv",0
add ATE test case for continuous variables; fix error calculation by taking absolute values,0
fix iv estimate for continuous treatment; current method can return incorrect results when variables are not centered around 0,0
updated example linear dataset to ensure no weak instruments,0
added hajek and stabilized ipw weights,0
moved test mcmc do sampler notebook to docs/source,0
increased sample size for pandas api test,0
Update README.rst,0
Updated readme structure with four steps,0
Update README.rst,0
Added azurenotebooks to readme,0
Update README.rst,0
Added python badges to readme,0
Update README.rst,0
Update README.rst,0
updated error tolerance for tests,0
minor updates to the test code,0
Update azure-pipelines.yml for Azure Pipelines,0
Merge branch 'master' of github:microsoft/dowhy,0
updated tests for estimators,0
"Set up CI with Azure Pipelines

[skip ci]",0
Update README.rst,0
updated setup.py for pypi release,0
commits to publish to pypi,0
Update README.rst,0
formattingchanges to readme,0
added setup.cfg,0
minor updates to setup.py and requirements.txt,0
updated requirements file,0
Merge branch 'master' of github:microsoft/dowhy,0
tested simple example notebook with python 3.7,0
"Merge pull request #62 from VolkaRacho/devel_proceed

Fix logger output when proceed_when_unidentifiable flag is set",0
updated readme with roadmap,0
Fix logger output for proceed_when_unidentifiable flag,0
minor updates to readme for docs,0
changes for moving docs to github,0
updated docs to github.io and readme,0
Update README.rst,0
updated readme,0
improved support for removing warn message,0
"Merge pull request #57 from akelleh/blog_post

Blog post",0
added test coverage,0
"changes for blog post

bug fix",0
fixed bug with no confounders; added support for propensity output,0
Update README.rst,0
updated propensity based estimators,0
added support for multivariate treatment and outcome,0
"Merge pull request #52 from MichaelBrown08/master

Minor bug fixes",0
treatment var from str to list in placebo refuter,0
%s -> %S in savefig (windows doesn't recognise small s strftime),0
"Merge pull request #51 from akelleh/add_notebooks

Add notebooks",0
"reran notebooks, cleaned modules",0
added notebooks,0
updated and tested lalonde example,0
added lalonde example,0
"Merge pull request #44 from akelleh/outcome_do_bug

Outcome do bug",0
"Merge pull request #49 from akelleh/improve_logging

standardized logging",0
standardized logging,0
fixed causal graph interface,0
removed extra code,0
"fixes a bug with the do operation

pep8

resolved bug; tests pass",0
"Merge pull request #46 from akelleh/multivariate_state_support

Multivariate state support",0
added continuous state warning,0
"fixes a bug with the do operation

pep8

linear reg working

tests passing

multivariate weighting wors

working",0
added makefile for sphinx-docs,0
"Merge pull request #43 from akelleh/update_docs

update and regenerate docs",0
"added blurb on high-level API to main readme

updated docs; added do operation docstring

added do sampler doc strings",0
"Merge pull request #42 from akelleh/weighting_sampler

added weighting sampler and prop score helper",0
allow multiple causal state types,0
pep8,0
simplified data frame api,0
small changes,0
tested,0
added dummies to prop score util,0
added weighting sampler and prop score helper,0
"Merge pull request #40 from sonumehta/master

Added url for datasource",0
Added url for datasource,0
"Merge pull request #36 from akelleh/create_interventional_sampler

WIP -- Create interventional sampler",0
Update README.rst,0
"Merge pull request #39 from RaulPL/binder_set_up

Binder set up",0
adding extra dependencies used in the examples,0
adding extra dependencies used in the examples,0
adding extra dependencies used in the examples,0
adding binder configuration files,0
adding binder configuration files,0
working sampler,0
added smapler notebook,0
removed idea file,0
pushing WIP,0
added test notebook,0
creating sampler,0
"Merge pull request #1 from Microsoft/master

resync master",0
"Merge pull request #29 from akelleh/add_gformula_estimator

add linear g-formula estimator",0
"Merge pull request #32 from akelleh/add_test_coverage

Add test coverage",0
Merge branch 'master' into add_test_coverage,0
"Merge pull request #30 from akelleh/add_dataframe_api

Add dataframe api",0
"Merge pull request #31 from akelleh/replace_some_hardcoded_params

consistent variable naming convention; replace hardcoded params",0
"Merge pull request #33 from mgralle/sig_tests

Some changes in significance testing",0
added tests for all except RD estimator,0
"Changed string from of causal estimator when p=0.0 so instead it prints p< (1/number of simulations). Might consider writing an attribute of CausalEstimator to output the p value so this is done in all circumstances.

Changed a line in test_significance that threw an exception when the estimated value was lower than the median estimate of the simulations.

Permit passing of number of simulations using the method_params parameter (useful because the default 1000 simulations for propensity score matching can take several minutes and because test_significance is not usually called manually).",0
updated to use linear_dataset; added IV test,0
adding test coverage,0
consistent variable naming convention; replace hardcoded params,0
removed explict implementation; added do() to linear model; exposed in CausalModel,0
consistent naming for examples,0
"Merge pull request #24 from sonumehta/master

Added a notebook - using dowhy for ihdp dataset",0
"Merge pull request #23 from AndreaChlebikova/master

 Fixing grammar issues and typos in example notebooks",0
estimator runs,0
adding dataframe api,0
adding dataframe api,0
handling for categorical variables,0
Added ihdp file,0
Fixing grammar issues and typos in description,0
